Publication Number,Priority Date,Inventor - w/address,Assignee - Original w/address
WO2008140863A3,2007-05-08 | 2008-03-25,"KENKNIGHT Bruce,US | GIROUARD Steven D.,US","CARDIAC PACEMAKERS INC.,US | KENKNIGHT Bruce,US | GIROUARD Steven D.,US"
WO2008137228A1,2007-05-08 | 2008-03-26,"KENKNIGHT Bruce,US | GIROUARD Steven D.,US","CARDIAC PACEMAKERS INC.,US | KENKNIGHT Bruce,US | GIROUARD Steven D.,US"
WO2008042473A1,2006-10-02 | 2007-05-24,"QU Jihong,US | KRAMER Andrew P.,US | RUBLE Stephen,US","CARDIAC PACEMAKERS INC.,US | QU Jihong,US | KRAMER Andrew P.,US | RUBLE Stephen,US"
WO2009032485A1,2007-08-28 | 2008-08-11,"STAHMANN Jeffrey E.,US | SALO Rodney W.,US | QU Jihong,US","CARDIAC PACEMAKERS INC.,US | STAHMANN Jeffrey E.,US | SALO Rodney W.,US | QU Jihong,US"
WO2008143884A3,2007-05-14 | 2008-05-14,"STOLEN Craig,US | GIROUARD Steven D.,US","CARDIAC PACEMAKERS INC.,US | STOLEN Craig,US | GIROUARD Steven D.,US"
WO2008143884A2,2007-05-14 | 2008-05-14,"STOLEN Craig,US | GIROUARD Steven D.,US","CARDIAC PACEMAKERS INC.,US | STOLEN Craig,US | GIROUARD Steven D.,US"
WO2003075007A2,2002-03-01 | 2003-02-26,"WILLIAMS Paul Eirian,GB","CARDIFF & VALE NATIONAL HEALTH SERVICE TRUST,GB | WILLIAMS Paul Eirian,GB"
WO2004003178A2,2002-06-28 | 2003-06-27,"SAWA Yoshiki,JP | TAKETANI Satoshi,JP | IWAI Shigemitsu,JP | MATSUDA Hikaru,JP | HARA Masayuki,JP | UCHIMURA Eiichiro,JP | MIYAKE Jun,JP","CARDIO INC.,JP | NATIONAL INSTITUTE OF ADVANCED INDUSTRIAL SCIENCE AND TECHNOLOGY,JP | SAWA Yoshiki,JP | TAKETANI Satoshi,JP | IWAI Shigemitsu,JP | MATSUDA Hikaru,JP | HARA Masayuki,JP | UCHIMURA Eiichiro,JP | MIYAKE Jun,JP"
WO2005011524A1,2003-08-01 | 2004-02-02,"MATSUDA Hikaru,JP | SAWA Yoshiki,JP | TAKETANI Satoshi,JP | MIYAGAWA Shigeru,JP","CARDIO INCORPORATED,JP"
WO2004050133A2,2002-12-05 | 2003-09-11 | 2003-12-05,"MATSUDA Hikaru,JP | SAWA Yoshiki,JP | TAKETANI Satoshi,JP | IWAI Shigemitsu,JP | HIRAKAWA Koichiro,JP","CARDIO INCORPORATED,JP | MATSUDA Hikaru,JP | SAWA Yoshiki,JP | TAKETANI Satoshi,JP | IWAI Shigemitsu,JP | HIRAKAWA Koichiro,JP"
WO2010133686A1,2009-05-20 | 2010-05-20,"GAUSSIN Vinciane,BE | GORDON-BERESFORD Roland,BE | HOMSY Christian,BE","CARDIO3 BIOSCIENCES S.A.,BE | GAUSSIN Vinciane,BE | GORDON-BERESFORD Roland,BE | HOMSY Christian,BE"
WO2010125159A1,2009-04-29 | 2010-04-29,"LATERE DWAN'ISA Jean-Pierre,BE | HOMSY Christian,BE | BARTUNEK Jozef,BE | GORDON-BERESFORD Roland,BE","CARDIO3 BIOSCIENCES S.A.,BE | LATERE DWAN'ISA Jean-Pierre,BE | HOMSY Christian,BE | BARTUNEK Jozef,BE | GORDON-BERESFORD Roland,BE"
WO2010125166A1,2009-04-29 | 2010-03-10 | 2010-04-29,"LATERE DWAN'ISA Jean-Pierre,BE | HOMSY Christian,BE | BARTUNEK Jozef,BE | GORDON-BERESFORD Roland,BE","CARDIO3 BIOSCIENCES,BE | LATERE DWAN'ISA Jean-Pierre,BE | HOMSY Christian,BE | BARTUNEK Jozef,BE | GORDON-BERESFORD Roland,BE"
WO2004035774A3,2002-09-27 | 2003-09-25,"HOLM Z�hres,DE","CARDION AG,DE"
WO2003001202A1,2001-06-25 | 2002-05-09 | 2002-06-19,"RUHL Michael,DE | R�DIGER Manfred,DE | FIELD Loren J.,US | ABTS Harry,DE | SCHILLER Hilmar,DE","CARDION AG,DE"
WO2002057430A3,2001-01-20 | 2001-04-27 | 2001-09-21 | 2002-01-18,"SORIA ESCOMS Bernat,ES | BERNA AMOROS Genoveva,ES | REIG MACIA Juan Antonio,ES | MARTIN BERMUDO Franz,ES | ENSENAT WASSER Roberto,ES","CARDION AG,DE"
WO2003029445A1,2001-09-27 | 2002-09-26,"SORIA ESCOMS Bernat,ES | QUINTO Trinidad Le�n,ES | JONES Jonathan,ES | SKOUDY HAYM Anouchka,ES | ARRIBAS Francisco Real,ES","CARDION AG,DE"
WO2002040692A3,2000-11-16 | 2001-11-16,"ZWEIGERDT Robert,DE | R�DIGER Manfred,DE | MOLL Thomas G.,DE","CARDION AG,DE"
WO2004035774A2,2002-09-27 | 2003-09-25,"HOLM Z�hres,DE","CARDION AG,DE | HOLM Z�hres,DE"
WO2002057430A2,2001-01-20 | 2001-04-27 | 2001-09-21 | 2002-01-18,"SORIA ESCOMS Bernat,ES | BERNA AMOROS Genoveva,ES | REIG MACIA Juan Antonio,ES | MARTIN BERMUDO Franz,ES | ENSENAT WASSER Roberto,ES","CARDION AG,DE | SORIA ESCOMS Bernat,ES | BERNA AMOROS Genoveva,ES | REIG MACIA Juan Antonio,ES | MARTIN BERMUDO Franz,ES | ENSENAT WASSER Roberto,ES"
WO2002068669A2,2001-02-28 | 2002-02-26,"Z�HRES Holm,DE | DREHER Inge,DE | R�DIGER Manfred,DE | MOLL Thomas,US","CARDION AG,DE | Z�HRES Holm,DE | DREHER Inge,DE | R�DIGER Manfred,DE | MOLL Thomas,US"
WO2003004626A3,2001-07-04 | 2001-07-05 | 2002-07-03 | 2002-07-04,"ZANDSTRA Peter W.,CA | DANG Stephen,CA","CARDION AG,DE | ZANDSTRA Peter W.,CA | DANG Stephen,CA"
WO2002040692A2,2000-11-16 | 2001-11-16,"ZWEIGERDT Robert,DE | R�DIGER Manfred,DE | MOLL Thomas G.,DE","CARDION AG,DE | ZWEIGERDT Robert,DE | R�DIGER Manfred,DE | MOLL Thomas G.,DE"
WO2008119023A2,2007-03-27 | 2008-01-18 | 2008-03-24 | 2008-03-27,"THOMAS Kenneth A.,US | JACOBS John W.,US | STEGMANN Thomas J.,US | GARDNER Vance,US | MUFTULER Tugan | BAHRI Shadfar | YU Hon","CARDIOVASCULAR BIOTHERAPEUTICS INC.,US | THOMAS Kenneth A.,US | JACOBS John W.,US | STEGMANN Thomas J.,US | GARDNER Vance,US | MUFTULER Tugan | BAHRI Shadfar | YU Hon"
WO2004108129A1,2003-06-09,"UCHIDA Yasumi,JP | UCHIDA Haruko,JP","CARDIOVASCULAR INSTITUTE LTD.,JP"
WO2009039217A1,2007-09-20 | 2008-09-17,"ZHU Hong,US","CARDIUM THERAPEUTICS INC.,US | ZHU Hong,US"
WO1997024613A1,1995-12-27 | 1996-12-24,"SCHWARTZ Abraham,US","CARIBBEAN MICROPARTICLES CORPORATION,US"
WO2008109674A3,2007-03-05 | 2007-04-12 | 2007-04-13 | 2007-09-11 | 2008-03-05,"ANTWILER Glen Delbert,US","CARIDIANBCT INC.,US | ANTWILER Glen Delbert,US"
WO2010062599A1,2008-10-27 | 2009-02-18 | 2009-10-26 | 2009-10-27,"DODD Jon A.,US | DILORENZO Thomas G.,US | CORBIN Frank III,US | ANTWILER Glen Delbert,US","CARIDIANBCT INC.,US | DODD Jon A.,US | DILORENZO Thomas G.,US | CORBIN Frank III,US | ANTWILER Glen Delbert,US"
WO2010056337A2,2008-11-12 | 2008-11-13 | 2009-02-09 | 2009-10-02 | 2009-10-09 | 2009-10-19 | 2009-11-12,"KUSLICH Christine,US | POSTE George,US | KLASS Michael,US","CARIS MPI INC.,US | KUSLICH Christine,US | POSTE George,US | KLASS Michael,US"
WO2010056337A3,2008-11-12 | 2008-11-13 | 2009-02-09 | 2009-10-02 | 2009-10-09 | 2009-10-19 | 2009-11-12,"KUSLICH Christine,US | POSTE George,US | KLASS Michael,US","CARIS MPI INC.,US | KUSLICH Christine,US | POSTE George,US | KLASS Michael,US"
WO2006102643A2,2005-03-24 | 2005-04-19 | 2005-11-10 | 2006-03-24,"AIKAWA Ryuichi,US | LOSORDO Douglas W.,US","CARITAS ST. ELIZABETH MEDICAL CENTER BOSTON INC.,US"
WO2007047882A2,2005-10-18 | 2006-10-18,"LOSORDO Douglas W.,US","CARITAS ST. ELIZABETH MEDICAL CENTER OF BOSTON INC.,US"
WO2007047963A2,2005-10-20 | 2006-10-20,"LOSORDO Douglas W.,US","CARITAS ST. ELIZABETH MEDICAL CENTER OF BOSTON INC.,US"
WO2007050648A2,2005-10-24 | 2006-10-24,"LOSORDO Douglas W.,US","CARITAS ST. ELIZABETH MEDICAL CENTER OF BOSTON INC.,US"
WO2008054770A2,2006-10-31 | 2007-10-31,"GOUKASSIAN David A.,US | KISHORE Raj,US","CARITAS ST. ELIZABETH MEDICAL CENTER OF BOSTON INC.,US | GOUKASSIAN David A.,US | KISHORE Raj,US"
WO2008054770A3,2006-10-31 | 2007-10-31,"GOUKASSIAN David A.,US | KISHORE Raj,US","CARITAS ST. ELIZABETH MEDICAL CENTER OF BOSTON INC.,US | GOUKASSIAN David A.,US | KISHORE Raj,US"
WO2008066630A3,2006-10-27 | 2007-04-06 | 2007-10-26,"KISHORE Raj,US | LOSORDO Douglas W.,US","CARITAS ST. ELIZABETH MEDICAL CENTER OF BOSTON INC.,US | KISHORE Raj,US | LOSORDO Douglas W.,US"
WO2008066630A2,2006-10-27 | 2007-04-06 | 2007-10-26,"KISHORE Raj,US | LOSORDO Douglas W.,US","CARITAS ST. ELIZABETH MEDICAL CENTER OF BOSTON INC.,US | KISHORE Raj,US | LOSORDO Douglas W.,US"
WO2007050648A9,2005-10-24 | 2006-10-24,"LOSORDO Douglas W.,US","CARITAS ST. ELIZABETH MEDICAL CENTER OF BOSTON INC.,US | LOSORDO Douglas W.,US"
WO2007047963A3,2005-10-20 | 2006-10-20,"LOSORDO Douglas W.,US","CARITAS ST. ELIZABETH MEDICAL CENTER OF BOSTON INC.,US | LOSORDO Douglas W.,US"
WO2007050648A3,2005-10-24 | 2006-10-24,"LOSORDO Douglas W.,US","CARITAS ST. ELIZABETH MEDICAL CENTER OF BOSTON INC.,US | LOSORDO Douglas W.,US"
WO2007047882A3,2005-10-18 | 2006-10-18,"LOSORDO Douglas W.,US","CARITAS ST. ELIZABETH MEDICAL CENTER OF BOSTON INC.,US | LOSORDO Douglas W.,US"
WO2009052211A1,2007-10-15 | 2007-11-05 | 2008-10-15,"YOON Young-Sup,US","CARITAS ST. ELIZABETH MEDICAL CENTER OF BOSTON INC.,US | YOON Young-Sup,US"
WO2007142651A1,2006-06-09,"YOON Young-Sup,US","CARITAS ST. ELIZABETH MEDICAL CENTER OF BOSTON INC.,US | YOON Young-Sup,US"
WO2008085221A2,2006-10-27 | 2006-10-31 | 2007-10-29,"YOON Young-Sup,US | CHO Hyun Jai,US","CARITAS ST. ELIZABETH MEDICAL CENTER OF BOSTON INC.,US | YOON Young-Sup,US | CHO Hyun Jai,US"
WO2008085221A3,2006-10-27 | 2006-10-31 | 2007-10-29,"YOON Young-Sup,US | CHO Hyun Jai,US","CARITAS ST. ELIZABETH MEDICAL CENTER OF BOSTON INC.,US | YOON Young-Sup,US | CHO Hyun Jai,US"
WO2007047718A2,2005-10-18 | 2006-10-18,"HAHNFELDT Philip,US | HLATKY Lynn,US","CARITAS ST. ELIZABETH'S MEDICAL CENTER OF BOSTON INC.,US"
WO2005028616A2,2003-07-24 | 2004-07-09,"LOSORDO Douglas W.,US","CARITAS ST. ELIZABETH'S MEDICAL CENTER OF BOSTON INC.,US"
WO2005028616A3,2003-07-24 | 2004-07-09,"LOSORDO Douglas W.,US","CARITAS ST. ELIZABETH'S MEDICAL CENTER OF BOSTON INC.,US"
WO2005042723A3,2003-10-28 | 2004-10-28,"YOON Young sup,US | LOSORDO Douglas W.,US","CARITAS ST. ELIZABETH'S MEDICAL CENTER OF BOSTON INC.,US"
WO2005042723A2,2003-10-28 | 2004-10-28,"YOON Young-sup,US | LOSORDO Douglas W.,US","CARITAS ST. ELIZABETH'S MEDICAL CENTER OF BOSTON INC.,US"
WO2005002522A2,2003-06-30 | 2004-06-30,"LOSORDO Douglas W.,US","CARITAS ST. ELIZABETH'S MEDICAL CENTER OF BOSTON INC.,US | LOSORDO Douglas W.,US"
WO2004016739A2,2002-08-01 | 2003-08-01,"LOSORDO Douglas W.,US | KISHORE Raj,US","CARITAS ST. ELIZABETH'S MEDICAL CENTER OF BOSTON INC.,US | LOSORDO Douglas W.,US | KISHORE Raj,US"
WO2003079985A2,2002-03-18 | 2003-03-18,"WEISS Lee E.,US | CAMPBELL Phil G.,US","CARNEGIE MELLON UNIVERSITY,US"
WO2005072780A2,2004-01-16 | 2004-10-25 | 2005-01-11,"AHRENS Eric T.,US","CARNEGIE MELLON UNIVERSITY,US | AHRENS Eric T.,US"
WO2007120911A2,2006-04-14 | 2007-04-16,"AHRENS Eric T.,US | SRINIVAS Mangala,SG","CARNEGIE MELLON UNIVERSITY,US | AHRENS Eric T.,US | SRINIVAS Mangala,SG"
WO2007120911A3,2006-04-14 | 2007-04-16,"AHRENS Eric T.,US | SRINIVAS Mangala,SG","CARNEGIE MELLON UNIVERSITY,US | AHRENS Eric T.,US | SRINIVAS Mangala,SG"
WO2009035770A3,2007-07-23 | 2008-07-23,"BALLOU Byron,US | BRUCHEZ Marcel P.,US | CHAKRABORTY Subhasish K.,US | FITZPATRICK James A.j.,US | ANDREKO Susan,US | CROWLEY Justin C.,US","CARNEGIE MELLON UNIVERSITY,US | BALLOU Byron,US | BRUCHEZ Marcel P.,US | CHAKRABORTY Subhasish K.,US | FITZPATRICK James A.j.,US | ANDREKO Susan,US | CROWLEY Justin C.,US"
WO2009035770A2,2007-07-23 | 2008-07-23,"BALLOU Byron,US | BRUCHEZ Marcel P.,US | CHAKRABORTY Subhasish K.,US | FITZPATRICK James A.j.,US | ANDREKO Susan,US | CROWLEY Justin C.,US","CARNEGIE MELLON UNIVERSITY,US | BALLOU Byron,US | BRUCHEZ Marcel P.,US | CHAKRABORTY Subhasish K.,US | FITZPATRICK James A.j.,US | ANDREKO Susan,US | CROWLEY Justin C.,US"
WO2009014776A1,2007-07-23 | 2007-10-17 | 2008-04-17,"CAMPBELL Phil G.,US | BURGESS James E.,US | WEISS Lee E.,US | SMITH Jason,US","CARNEGIE MELLON UNIVERSITY,US | CARMELL LLC,US | ALLEGHENY-SINGER RESEARCH INSTITUTE,US | CAMPBELL Phil G.,US | BURGESS James E.,US | WEISS Lee E.,US | SMITH Jason,US"
WO2003101497A1,2002-04-12 | 2003-04-11,"GULLBERG Donald,SE | LUNDGREN-�KERLUND Evy,SE","CARTELA AB,SE"
WO2003106492A1,2002-06-14 | 2003-06-12,"LUNDGREN �KERLUND Evy,SE","CARTELA AB,SE"
WO2004089990A1,2003-04-14 | 2003-04-16 | 2004-04-14,"LUNDGREN-�KERLUND Evy,SE","CARTELA AB,SE"
WO2007099337A1,2006-03-01 | 2007-03-01,"LUNDGREN-AKERLUND Evy,SE | KJELLMAN Christian,SE","CARTELA AB,SE | SMITH Stephen Edward,GB | LUNDGREN-AKERLUND Evy,SE | KJELLMAN Christian,SE"
WO2010058400A1,2008-11-20 | 2009-11-19,"ALTSCHULER Nir,IL | VAGO Razi,IL","CARTIHEAL 2009 LTD.,IL | ALTSCHULER Nir,IL | VAGO Razi,IL"
WO2008157608A1,2007-06-18 | 2008-06-18,"SHENOY Vivek,US | LIU Lu,US | FERMANIAN Sara,US | SHARMA Blanka,US","CARTLIX INC.,US | SHENOY Vivek,US | LIU Lu,US | FERMANIAN Sara,US | SHARMA Blanka,US"
WO1996023059A1,1995-01-24 | 1996-01-05,BRUDER Scott P. | CAPLAN Arnold I. | HAYNESWORTH Stephen E.,CASE WESTERN RESERVE UNIVERSITY
WO1996039035A1,1995-06-06 | 1996-06-03,CAPLAN Arnold I. | YOUNG Randell G. | DENNIS James E.,CASE WESTERN RESERVE UNIVERSITY
WO1996023058A1,1995-01-24 | 1996-01-22,HAYNESWORTH Stephen E. | CAPLAN Arnold I. | GERSON Stanton L. | LAZARUS Hillard M.,CASE WESTERN RESERVE UNIVERSITY
WO2004084950A3,2003-03-24 | 2004-03-22,"CAPLAN Arnold I.,US | DENNIS James E.,US","CASE WESTERN RESERVE UNIVERSITY,US"
WO1998033515A1,1997-02-05 | 1998-02-04,"DENNIS James E.,US | CAPLAN Arnold I.,US","CASE WESTERN RESERVE UNIVERSITY,US"
WO2000026343A2,1998-10-30 | 1999-10-29,"ECKERT Richard L.,US | CRISH James F.,US","CASE WESTERN RESERVE UNIVERSITY,US"
WO1999061644A1,1998-05-29 | 1999-05-28,"GERSON Stanton L.,US","CASE WESTERN RESERVE UNIVERSITY,US"
WO1999025386A1,1997-11-13 | 1998-11-13,"GERSON Stanton L.,US | DAVIS Brian M.,US | KOC Omer N.,US","CASE WESTERN RESERVE UNIVERSITY,US"
WO1997018299A1,1995-11-16 | 1996-11-15,"JOHNSTONE Brian,US | YOO Jung,US","CASE WESTERN RESERVE UNIVERSITY,US"
WO2006002420A1,2004-06-24 | 2005-06-23,"LAUGHLIN Mary J.,US | HAYNESWORTH Stephen,US | POMPILI Vincent,US","CASE WESTERN RESERVE UNIVERSITY,US"
WO2006060779A3,2004-12-03 | 2005-12-05,"LAUGHLIN Mary J.,US | POMPILI Vincent,US","CASE WESTERN RESERVE UNIVERSITY,US"
WO2006060779A2,2004-12-03 | 2005-12-05,"LAUGHLIN Mary J.,US | POMPILI Vincent,US","CASE WESTERN RESERVE UNIVERSITY,US"
WO1998037174A1,1997-02-20 | 1998-02-18,"SCHREIBER John R.,US | GREENSPAN Neil S.,US | THREADGILL Deborah S.,US | MAGNUSON Terry,US","CASE WESTERN RESERVE UNIVERSITY,US"
WO2006050379A2,2004-11-01 | 2005-11-01,"SCOTT Michael M.,US | DENERIS Evan S.,US","CASE WESTERN RESERVE UNIVERSITY,US"
WO1997041208A1,1996-04-26 | 1997-04-24,"SORRELL J. Michael,US | CAPLAN Arnold I.,US","CASE WESTERN RESERVE UNIVERSITY,US"
WO2005047466A2,2003-11-04 | 2004-11-04,"WELTER Jean F.,US | SOLCHAGA Luis A.,US | BERILLA Jim A.,US | PENICK Kitsie,US","CASE WESTERN RESERVE UNIVERSITY,US"
WO2005047466A3,2003-11-04 | 2004-11-04,"WELTER Jean F.,US | SOLCHAGA Luis A.,US | BERILLA Jim A.,US | PENICK Kitsie,US","CASE WESTERN RESERVE UNIVERSITY,US"
WO1999067361A1,1998-06-24 | 1999-06-23,"WOYCHIK Richard P.,US | MAGNUSON Terry R.,US | AVNER Ellis D.,US","CASE WESTERN RESERVE UNIVERSITY,US"
WO2004084950A2,2003-03-24 | 2004-03-22,"CAPLAN Arnold I.,US | DENNIS James E.,US","CASE WESTERN RESERVE UNIVERSITY,US | CAPLAN Arnold I.,US | DENNIS James E.,US"
WO2010141469A2,2009-06-01 | 2010-06-01,"CHANCE Mark,US | COOKE Kenneth,US | SCHLATZER Daniela,US","CASE WESTERN RESERVE UNIVERSITY,US | CHANCE Mark,US | COOKE Kenneth,US | SCHLATZER Daniela,US"
WO2002085246A2,2001-04-19 | 2002-04-19,"DEAN David,US | COOKE Malcolm,US","CASE WESTERN RESERVE UNIVERSITY,US | DEAN David,US | COOKE Malcolm,US"
WO2008052046A3,2006-10-24 | 2007-10-24,"DENNIS James E.,US | CAPLAN Arnold I,US | FINK David J.,US","CASE WESTERN RESERVE UNIVERSITY,US | DENNIS James E.,US | CAPLAN Arnold I,US | FINK David J.,US"
WO2008052046A2,2006-10-24 | 2007-10-24,"DENNIS James E.,US | CAPLAN Arnold I,US | FINK David J.,US","CASE WESTERN RESERVE UNIVERSITY,US | DENNIS James E.,US | CAPLAN Arnold I,US | FINK David J.,US"
WO2001095860A2,2000-06-14 | 2001-06-14,"HERING Thomas M.,US | JOHNSTONE Brian,US","CASE WESTERN RESERVE UNIVERSITY,US | HERING Thomas M.,US | JOHNSTONE Brian,US"
WO2005037868A2,2003-10-16 | 2004-10-18,"KADEREIT Suzanne,US | LAUGHLIN Mary J.,US","CASE WESTERN RESERVE UNIVERSITY,US | KADEREIT Suzanne,US | LAUGHLIN Mary J.,US"
WO2004052177A2,2002-12-05 | 2003-12-05,"LAUGHLIN Mary J.,US | HAYNESWORTH Stephen,US | POMPILI Vincent,US","CASE WESTERN RESERVE UNIVERSITY,US | LAUGHLIN Mary J.,US | HAYNESWORTH Stephen,US | POMPILI Vincent,US"
WO2006012404A2,2004-07-20 | 2005-07-20,"LAUGHLIN Mary J.,US | POMPILI Vincent,US","CASE WESTERN RESERVE UNIVERSITY,US | LAUGHLIN Mary J.,US | POMPILI Vincent,US"
WO2003104427A2,2002-06-05 | 2003-06-05,"MARKOWITZ Sanford D.,US","CASE WESTERN RESERVE UNIVERSITY,US | MARKOWITZ Sanford D.,US"
WO2006050379A3,2004-11-01 | 2005-11-01,"SCOTT Michael M.,US | DENERIS Evan S.,US","CASE WESTERN RESERVE UNIVERSITY,US | SCOTT Michael M.,US | DENERIS Evan S.,US"
WO2005056755A2,2003-12-02 | 2004-12-02,"KOPYOV Oleg V.,US","CATHOLIC HEALTHCARE WEST,US"
WO2005056755A3,2003-12-02 | 2004-12-02,"KOPYOV Oleg V.,US","CATHOLIC HEALTHCARE WEST,US | KOPYOV Oleg V.,US"
WO2010137780A1,2009-05-26 | 2009-11-18,"CHUN Heung Jae,KR | YOU Su Jung,KR | YOO Ki Dong,KR | PARK Kyu Nam,KR | CHAE Gue Tae,KR | MOON Seok Whan,KR | KIM Han Joon,KR | WEE Jung Hee,KR","CATHOLIC UNIVERSITY INDUSTRY ACADEMIC COOPERATION FOUNDATION,KR | CHUN Heung Jae,KR | YOU Su Jung,KR | YOO Ki Dong,KR | PARK Kyu Nam,KR | CHAE Gue Tae,KR | MOON Seok Whan,KR | KIM Han Joon,KR | WEE Jung Hee,KR"
WO2009145488A2,2008-04-03 | 2009-04-03,"KWON Oh Joo,KR | CHO Yoon Mi,KR","CATHOLIC UNIVERSITY INDUSTRY ACADEMIC COOPERATION FOUNDATION,KR | KWON Oh Joo,KR | CHO Yoon Mi,KR"
WO2009145488A3,2008-04-03 | 2009-04-03,"KWON Oh Joo,KR | CHO Yoon Mi,KR","CATHOLIC UNIVERSITY INDUSTRY ACADEMIC COOPERATION FOUNDATION,KR | KWON Oh Joo,KR | CHO Yoon Mi,KR"
WO2009011546A2,2007-07-16 | 2008-07-16,"OH Il Hoan,KR","CATHOLIC UNIVERSITY INDUSTRY ACADEMIC COOPERATION FOUNDATION,KR | OH Il Hoan,KR"
WO2009011546A3,2007-07-16 | 2008-07-16,"OH Il Hoan,KR","CATHOLIC UNIVERSITY INDUSTRY ACADEMIC COOPERATION FOUNDATION,KR | OH Il Hoan,KR"
WO2009065081A2,2007-11-14 | 2008-03-18 | 2008-11-14,"BARTA Nancy S.,US | ENDRES Gregory W.,US | KORNILOV Andrei M.,US | MAXEY Kirk M.,US | UZIEBLO Adam,US","CAYMAN CHEMICAL COMPANY,US | BARTA Nancy S.,US | ENDRES Gregory W.,US | KORNILOV Andrei M.,US | MAXEY Kirk M.,US | UZIEBLO Adam,US"
WO2009065081A3,2007-11-14 | 2008-03-18 | 2008-11-14,"BARTA Nancy S.,US | ENDRES Gregory W.,US | KORNILOV Andrei M.,US | MAXEY Kirk M.,US | UZIEBLO Adam,US","CAYMAN CHEMICAL COMPANY,US | BARTA Nancy S.,US | ENDRES Gregory W.,US | KORNILOV Andrei M.,US | MAXEY Kirk M.,US | UZIEBLO Adam,US"
WO2009065070A3,2007-11-14 | 2008-03-18 | 2008-11-14,"BARTA Nancy S.,US | ENDRES Gregory W.,US | KORNILOV Andrei M.,US | MAXEY Kirk M.,US | UZIEBLO Adam,US | BARRETT Stephen D.,US","CAYMAN CHEMICAL COMPANY,US | BARTA Nancy S.,US | ENDRES Gregory W.,US | KORNILOV Andrei M.,US | MAXEY Kirk M.,US | UZIEBLO Adam,US | BARRETT Stephen D.,US"
WO2009065070A4,2007-11-14 | 2008-03-18 | 2008-11-14,"BARTA Nancy S.,US | ENDRES Gregory W.,US | KORNILOV Andrei M.,US | MAXEY Kirk M.,US | UZIEBLO Adam,US | BARRETT Stephen D.,US","CAYMAN CHEMICAL COMPANY,US | BARTA Nancy S.,US | ENDRES Gregory W.,US | KORNILOV Andrei M.,US | MAXEY Kirk M.,US | UZIEBLO Adam,US | BARRETT Stephen D.,US"
WO2009065070A2,2007-11-14 | 2008-03-18 | 2008-11-14,"BARTA Nancy S.,US | ENDRES Gregory W.,US | KORNILOV Andrei M.,US | MAXEY Kirk M.,US | UZIEBLO Adam,US | BARRETT Stephen D.,US","CAYMAN CHEMICAL COMPANY,US | BARTA Nancy S.,US | ENDRES Gregory W.,US | KORNILOV Andrei M.,US | MAXEY Kirk M.,US | UZIEBLO Adam,US | BARRETT Stephen D.,US"
WO2006119083A2,2005-04-29 | 2006-04-28,"VON ANDRIAN Ulrich H.,US | MORE Jorge Rodrigo,US","CBR INSTITUTE FOR BIOMEDICAL RESEARCH INC.,US"
WO2006119083A3,2005-04-29 | 2006-04-28,"VON ANDRIAN Ulrich H.,US | MORE Jorge Rodrigo,US","CBR INSTITUTE FOR BIOMEDICAL RESEARCH INC.,US | VON ANDRIAN Ulrich H.,US | MORE Jorge Rodrigo,US"
WO2006132687A2,2005-06-06 | 2006-03-10,"MOORE Thomas E.,US","CBR SYSTEMS INC.,US"
WO2008098000A3,2007-02-06 | 2008-02-05,"MOORE Thomas E.,US","CBR SYSTEMS INC.,US | MOORE Thomas E.,US"
WO2008098000A2,2007-02-06 | 2008-02-05,"MOORE Thomas E.,US","CBR SYSTEMS INC.,US | MOORE Thomas E.,US"
WO2002090511A3,2001-05-09 | 2002-05-09,"ARNAOUT Walid,US","CEDARS SINAI MEDICAL CENTER,US"
WO2006057876A2,2004-11-22 | 2005-11-15,"KAMLOT Andreas,US | TRENTO Alfredo,US | CZER Lawrence,US | PASS Jennifer,US","CEDARS SINAI MEDICAL CENTER,US"
WO2006057876A3,2004-11-22 | 2005-11-15,"KAMLOT Andreas,US | TRENTO Alfredo,US | CZER Lawrence,US | PASS Jennifer,US","CEDARS SINAI MEDICAL CENTER,US"
WO2003042356A3,2001-10-15 | 2002-09-27,"WANG Zhiyong,US | MELMED Shlomo,US","CEDARS SINAI MEDICAL CENTER,US"
WO2005039488A3,2003-10-06 | 2004-09-17,"YU John S.,US | EHTESHAM Moneeb,US","CEDARS SINAI MEDICAL CENTER,US"
WO2003086285A3,2002-04-08 | 2002-09-23 | 2003-04-07,YU Run | MELMED Shlomo,"CEDARS SINAI MEDICAL CENTER,US"
WO2002090511A2,2001-05-09 | 2002-05-09,"AVITAL Itzhak,US | INDERBITZIN Daniel,CH | ARNAOUT Walid,US","CEDARS-SINAI MEDICAL CENTER,US"
WO2002089567A2,2001-05-07 | 2002-05-07,"PULST Stefan M.,US","CEDARS-SINAI MEDICAL CENTER,US"
WO2003042356A2,2001-10-15 | 2002-09-27,"WANG Zhiyong,US | MELMED Shlomo,US","CEDARS-SINAI MEDICAL CENTER,US"
WO2005039488A2,2003-10-06 | 2004-09-17,"YU John S.,US | EHTESHAM Moneeb,US","CEDARS-SINAI MEDICAL CENTER,US"
WO2003035855A1,2001-10-25 | 2002-09-24 | 2002-10-18,"YU John S.,US | KABOS Peter,US | EHTESHAM Moneeb,US","CEDARS-SINAI MEDICAL CENTER,US"
WO2003086285A2,2002-04-08 | 2002-09-23 | 2003-04-07,"YU Run,US | MELMED Shlomo,US","CEDARS-SINAI MEDICAL CENTER,US"
