id,Publication Number,Title,PriorityNumber,Priority Date,INPADOC Family ID,Inventor - w/address,INPADOC Family Members,Citing Patents,Cited Refs - Patent,Assignee - Original w/address,Priority Country,url,text
1533,WO2009137772A3,CLEAVAGE OF NANOG BY CASPASES MEDIATES THE DIFFERENTIATION OF EMBRYONIC STEM CELLS ,US2008127090P | WO2009US43303A,2008,20091112WO2009137772A2,"ZWAKA Thomas P.,US | FUJITA Jun,US | CRANE Ana,US | DEJOSEZ Marion,US",WO2009137772A2 | WO2009137772A3,,US20060195918A1 | US20060223179A1 | US20070026520A1 | WO2006113181A2,"BAYLOR COLLEGE OF MEDICINE,US | ZWAKA Thomas P.,US | FUJITA Jun,US | CRANE Ana,US | DEJOSEZ Marion,US",US,http://www.google.com/patents?q=CLEAVAGE+OF+NANOG+BY+CASPASES+MEDIATES+THE+DIFFERENTIATION+OF+EMBRYONIC+STEM+CELLS+&btnG=Search+Patents,0
1537,WO2002022780A2,METHODS AND MATERIALS RELATING TO NEUROPILIN-LIKE POLYPEPTIDES AND POLYNUCLEOTIDES ,US2000659671A | US2001317902P | WO2001US28590A,2000,20020321CA2421949A1,"TANG Tom Y.,US",AU200189027A_ | AU200190548A_ | AU2002341618B2 | BR200212329A_ | CA2421949A1 | CA2459533A1 | CN1564688A_ | EA14684B1 | EP1346040A2 | EP1429775A1 | EP1429775A4 | HU200401805A2 | HU200401805A3 | IL160715D0 | IS7163A_ | JP04388373B2 | JP2005501915A_ | JP2009209156A_ | MX2004PA002135A_ | NO200400982A_ | NO328251B1 | NZ532083A_ | PL368935A1 | UA80258C2 | US20040259889A1 | WO2002022660A2 | WO2002022660A3 | WO2002022780A2 | WO2002022780A3 | WO2002022780A8 | WO2002022815A1 | WO2003022284A1 | YU20104A_ |,,US6331396B1 | WO1999029858A1,"HYSEA INC. | TANG Tom Y.,US",US,http://www.google.com/patents?q=METHODS+AND+MATERIALS+RELATING+TO+NEUROPILIN-LIKE+POLYPEPTIDES+AND+POLYNUCLEOTIDES+&btnG=Search+Patents,0
1559,WO2004104200A1,METHOD OF CONTROLLING CELL PROLIFERATION BY USING NOVEL FUNCTION OF MYELOID LEUKEMIA FACTOR MLF1 AND UTILIZATION OF THE SAME ,JP2003146878A | WO2003JP14868A,2003,20041202WO2004104200A1,"KATO Noriko,JP | KATO Jun-ya,JP",JP2004344111A_ | WO2004104200A1,,,"JAPAN SCIENCE AND TECHNOLOGY AGENCY,JP",JP,http://www.google.com/patents?q=METHOD+OF+CONTROLLING+CELL+PROLIFERATION+BY+USING+NOVEL+FUNCTION+OF+MYELOID+LEUKEMIA+FACTOR+MLF1+AND+UTILIZATION+OF+THE+SAME+&btnG=Search+Patents,0
1562,WO2006102417A3,MECHANISMS OF OSTEOINDUCTION BY LIM MINERALIZATION PROTEIN-1 (LMP-1) ,US2005664073P | US2005664074P | WO2006US10419A,2005,19990201ZA199806763A_,"MARX Jeffrey C.,US | MCKAY William F.,US | BODEN Scott D.,US",AT363918T_ | AT417577T_ | AT417927T_ | AU199886029A_ | AU200046831A_ | AU2002225862B2 | AU200225862A_ | AU2004271093A1 | AU2005203606A1 | AU2005203606B2 | AU2006226993A1 | AU2006249302A1 | AU2010212481A1 | AU745122B2 | AU765516B2 | CA2297489A1 | CA2372192A1 | CA2426406A1 | CA2466769A1 | CA2517496A1 | CA2518295A1 | CA2602479A1 | CA2609849A1 | CN100396784C_ | CN100441688C_ | CN101227928A_ | CN1315537C_ | CN1332032C_ | CN1355714A_ | CN1665391A_ | CN1777680A_ | CN1908170A_ | CN1934123A_ | DE60035107,,US20040034428A1 | WO2002009644A2 | WO2002034113A2 | WO2005111058A1,"WARSAW ORTHOPEDIC INC.,US | MARX Jeffrey C.,US | MCKAY William F.,US | BODEN Scott D.,US",US,http://www.google.com/patents?q=MECHANISMS+OF+OSTEOINDUCTION+BY+LIM+MINERALIZATION+PROTEIN-1+(LMP-1)+&btnG=Search+Patents,0
1590,WO2004038011A1,"THE HTERT GENE-TRANSDUCED HUMAN NEURAL STEM CELLS, THE METHOD FOR ESTABLISHING AND IDENTIFYING THEM ",WO2002CN745A,2002,20040506WO2004038011A1,"LI Lingsong,CN",AU2002338164A1 | WO2004038011A1,,WO1999050407A1 | WO2003001198A1 | WO2003014320A2,"SINOCELLS BIO TECHNOLOGIES CO. LTD,CN",CN,"http://www.google.com/patents?q=THE+HTERT+GENE-TRANSDUCED+HUMAN+NEURAL+STEM+CELLS,+THE+METHOD+FOR+ESTABLISHING+AND+IDENTIFYING+THEM+&btnG=Search+Patents",0
1592,WO2010127878A2,USE OF THIABENDAZOLE AND DERIVATIVES THEREOF FOR THE THERAPHY OF NEUROLOGICAL CONDITIONS ,EP20096245A | WO2010EP2861A,2009,20101111WO2010127878A2,"SCHNEIDER Armin,DE | MORARU Anja,DE | KRÜGER Carola,DE | LAAGE Rico,DE",EP2251010A1 | WO2010127878A2 | WO2010127878A3,,BE631490A | CA2342470A1 | US3017415A | WO2003066629A2 | WO2009012280A2,"SYGNIS BIOSCIENCE GMBH & CO. KG,DE | SCHNEIDER Armin,DE | MORARU Anja,DE | KRÜGER Carola,DE | LAAGE Rico,DE",EP,http://www.google.com/patents?q=USE+OF+THIABENDAZOLE+AND+DERIVATIVES+THEREOF+FOR+THE+THERAPHY+OF+NEUROLOGICAL+CONDITIONS+&btnG=Search+Patents,0
1596,WO2002020036A1,"MEDICAMENT COMPRISING A DNA SEQUENCE, WHICH CODES FOR THE RNA-BINDING KOC PROTEIN, AND COMPRISING A KOC PROTEIN OR A DNA SEQUENCE OF THE KOC PROMOTER ",DE10043964A | DE10106829A | WO2001DE2948A,2000,20020314WO2002020036A1,"GRESS Thomas,DE | ADLER Guido,DE",AU200179581A_ | DE10106829A1 | EP1317275A1 | WO2002020036A1,EP1351967A2 | EP1351967B1 | US7258860B2 | US7585506B2 | WO2010037514A2 | US7749505B2 | US7579160B2,WO1999046594A2 | WO1999054738A1,"MÜLLER Friederike,DE",DE,"http://www.google.com/patents?q=MEDICAMENT+COMPRISING+A+DNA+SEQUENCE,+WHICH+CODES+FOR+THE+RNA-BINDING+KOC+PROTEIN,+AND+COMPRISING+A+KOC+PROTEIN+OR+A+DNA+SEQUENCE+OF+THE+KOC+PROMOTER+&btnG=Search+Patents",0
1605,WO2006028723B1,NON-EMBRYONIC TOTIPOTENT BLASTOMER-LIKE STEM CELLS AND METHODS THEREFOR ,US2004606913P | US2004607624P | WO2005US30284A,2004,20060316WO2006028723A1,YOUNG HENRY E | BLACK JR ASA CALVIN,EP1789540A1 | US20090104158A1 | WO2006028723A1 | WO2006028723B1,,WO2001011011A2 | WO2002031123A1 | WO2002064748A2,,US,http://www.google.com/patents?q=NON-EMBRYONIC+TOTIPOTENT+BLASTOMER-LIKE+STEM+CELLS+AND+METHODS+THEREFOR+&btnG=Search+Patents,0
1616,WO2007102812A2,NATIVELY GLYCOSYLATED MAMMALIAN BIOLOGICAL MOLECULES PRODUCED BY ELETROMAGNETICALLY STIMULATING LIVING MAMMALIAN CELLS ,WO2006US8071A,2006,20070301US20070048253A1,"RUDD Donnie,US | GOODWIN Thomas J.,US",CA2613600A1 | CN101213206A_ | EP1991569A2 | EP1991569A4 | IL188396D0 | MX2008000232A_ | US20070048253A1 | US20090081751A1 | WO2007102812A2 | WO2007102812A3 | WO2007102812A9,,US20070048253A1 | US6348191B1,"REGENETECH INC.,US | RUDD Donnie,US | GOODWIN Thomas J.,US",US,http://www.google.com/patents?q=NATIVELY+GLYCOSYLATED+MAMMALIAN+BIOLOGICAL+MOLECULES+PRODUCED+BY+ELETROMAGNETICALLY+STIMULATING+LIVING+MAMMALIAN+CELLS+&btnG=Search+Patents,0
1617,WO2010058099A1,MUTANT PROTEINS OF THE F PROTEIN OF PIV-5 AND PIV-2 ,FR20086548A | WO2009FR1317A,2008,20100527WO2010058099A1,"ROSA CALATRAVA Manuel Melchior Jean-Pierre,FR | TERRIER Olivier,FR | DURUPT François Edouard Julien,FR",FR2938841A1 | FR2938841B1 | WO2010058099A1,,WO2002077211A2,"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,FR | UNIVERSITE CLAUDE BERNARD DE LYON 1,FR | LES HOSPICES CIVILS DE LYON,FR | ROSA CALATRAVA Manuel Melchior Jean-Pierre,FR | TERRIER Olivier,FR | DURUPT François Edouard Julien,FR",FR,http://www.google.com/patents?q=MUTANT+PROTEINS+OF+THE+F+PROTEIN+OF+PIV-5+AND+PIV-2+&btnG=Search+Patents,0
1620,WO2010000125A9,"THE KEY TECHNOLOGIES OF ISOLATION, PURIFICATION, FREEZE-DRYING, ANABIOSIS OF FETAL LIVER HEMOPOIETIC STEM CELL AND THE PREPARATION METHODS ",CN200810040136A | WO2009CN244A,2008,20081203CN101314767A_,"ZHANG Yongtai,CN | HAO Hsiao-Nan,CN | ZHAO Jane,CN",CN101314767A_ | WO2010000125A1 | WO2010000125A9,,CN101314767A | CN1635113A | CN1918284A,"SHANGHAI TIANSHENG BIO TECHNOLOGY CO. LTD,CN | ZHANG Yongtai,CN | HAO Hsiao-Nan,CN | ZHAO Jane,CN",CN,"http://www.google.com/patents?q=THE+KEY+TECHNOLOGIES+OF+ISOLATION,+PURIFICATION,+FREEZE-DRYING,+ANABIOSIS+OF+FETAL+LIVER+HEMOPOIETIC+STEM+CELL+AND+THE+PREPARATION+METHODS+&btnG=Search+Patents",0
1647,WO2010007213A1,A METHOD OF EVALUATING THE INTEGRITY OF THE PLASMA MEMBRANE OF CELLS BY DETECTING GLYCANS FOUND ONLY INTRACELLULARLY ,US200881748P | FI20095418A | WO2009FI50627A,2008,20090416FI200905418D0,"HIRVONEN Tia,FI | KOTOVUORI Annika,FI | PITKÄNEN Virve,FI | NATUNEN Suvi,FI | NYSTEDT Johanna,FI | TIITINEN Sari,FI | VALMU Leena,FI | NATUNEN Jari,FI",FI200905418D0 | WO2010007213A1,WO2010037785A2 | WO2010122234A1,WO2007054620A1 | WO2008087260A1,"SUOMEN PUNAINEN RISTI VERIPALVELU,FI | GLYKOS FINLAND OY,FI | HIRVONEN Tia,FI | KOTOVUORI Annika,FI | PITKÄNEN Virve,FI | NATUNEN Suvi,FI | NYSTEDT Johanna,FI | TIITINEN Sari,FI | VALMU Leena,FI | NATUNEN Jari,FI",US | FI,http://www.google.com/patents?q=A+METHOD+OF+EVALUATING+THE+INTEGRITY+OF+THE+PLASMA+MEMBRANE+OF+CELLS+BY+DETECTING+GLYCANS+FOUND+ONLY+INTRACELLULARLY+&btnG=Search+Patents,0
1655,WO2010039997A2,HEMATOPOIETIC PROTECTION AGAINST CHEMOTHERAPEUTIC COMPOUNDS USING SELECTIVE CYCLIN-DEPENDENT KINASE 4/6 INHIBITORS ,US2008101841P | WO2009US59281A,2008,20100408WO2010039997A2,"SHARPLESS Norman E.,US | STRUM Jay C.,US | BISI John E.,US | ROBERTS Patrick J.,US | RAMSEY Matthew R.,US",WO2010039997A2,,,"THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,US | SHARPLESS Norman E.,US | STRUM Jay C.,US | BISI John E.,US | ROBERTS Patrick J.,US | RAMSEY Matthew R.,US",US,http://www.google.com/patents?q=HEMATOPOIETIC+PROTECTION+AGAINST+CHEMOTHERAPEUTIC+COMPOUNDS+USING+SELECTIVE+CYCLIN-DEPENDENT+KINASE+4/6+INHIBITORS+&btnG=Search+Patents,0
1659,WO2005026343A1,"METHOD OF PROMOTING SUBSISTENCE AND/OR PROLIFERATION OF NEURAL STEM CELL AND PROMOTING EXTENSION OF NEURITE, PROMOTER THEREFOR, PHARMACEUTICAL COMPOSITION CONTAINING NEURAL STEM CELL, METHOD OF ASSAY AND METHOD OF SCREENING ",JP2003317379A | WO2004JP13043A,2003,20050324WO2005026343A1,"OKANO Hideyuki,JP | OKANO James Hirotaka,JP | SAKAGUCHI Masanori,JP | MIZUSAWA Hidehiro,JP | ISHIBASHI Satoru,JP",EP1674566A1 | EP1674566A4 | US20070098701A1 | US7785596B2 | WO2005026343A1,US7662385B2 | WO2007114473A1,JP2002325571A | JP2002371005A | WO2000006724A1 | WO2001088100A1,"KEIO UNIVERSITY,JP",JP,"http://www.google.com/patents?q=METHOD+OF+PROMOTING+SUBSISTENCE+AND/OR+PROLIFERATION+OF+NEURAL+STEM+CELL+AND+PROMOTING+EXTENSION+OF+NEURITE,+PROMOTER+THEREFOR,+PHARMACEUTICAL+COMPOSITION+CONTAINING+NEURAL+STEM+CELL,+METHOD+OF+ASSAY+AND+METHOD+OF+SCREENING",0
1667,WO2004108909A1,"COMPOSITION FOR STABILIZING SURVIVAL OF TRANSPLANTED HEMATOPOIETIC STEM CELL, KIT FOR OBTAINING THE COMPOSITION, METHOD OF STABILIZING SURVIVIAL OF TRANSPLANTED HEMATOPOIETIC STEM CELL, HUMAN MONOCLONAL ANTIBODY OR HUMAN POLYCLONAL ANTIBODY AND METHOD OF PRODUCING THE SAME, GENE ENCODING HUMAN MONOCLONAL ANTIBODY AND TRANSF ",JP2003157996A | JP2004138468A | WO2004JP7164A,2003,20041216AU2004245792A1,"BAMBA Kenzo,JP | KUROIWA Yasuyuki,JP | MORIO Tomohiro,JP | SHIMIZU Norio,JP",AU2004245792A1 | AU2004245792B2 | CA2531569A1 | CN1798834A_ | EP1637591A1 | EP1637591A4 | JP03876441B2 | JP2005013223A_ | KR2006021874A_ | US20070025961A1 | US20100015593A1 | WO2004108909A1,,JP30080076A | JP3080076A,"LYMPHOTEC INC.,JP",JP,"http://www.google.com/patents?q=COMPOSITION+FOR+STABILIZING+SURVIVAL+OF+TRANSPLANTED+HEMATOPOIETIC+STEM+CELL,+KIT+FOR+OBTAINING+THE+COMPOSITION,+METHOD+OF+STABILIZING+SURVIVIAL+OF+TRANSPLANTED+HEMATOPOIETIC+STEM+CELL,+HUMAN+MONOCLONAL+ANTIBODY+OR+HUMAN+PO",0
1668,WO2005105169A1,COMPOSITION FOR FORMING BONE MARROW FROM FAT TISSUE-ORIGIN STEM CELL AND METHOD THEREFOR ,JP2004133837A | WO2005JP8555A,2004,20051110WO2005105169A1,"OGAWA Rei,JP | MIZUNO Hiroshi,JP | HYAKUSOKU Hiko,JP | SHIMADA Takashi,JP",JP2007252393A_ | WO2005105169A1,,JP2001321434A | JP8336584A | US20010033834A1 | US2001033834B1 | US20040067218A1 | US2004067218B1 | WO2003080801A2,"NIPPON MEDICAL SCHOOL FOUNDATION,JP",JP,http://www.google.com/patents?q=COMPOSITION+FOR+FORMING+BONE+MARROW+FROM+FAT+TISSUE-ORIGIN+STEM+CELL+AND+METHOD+THEREFOR+&btnG=Search+Patents,0
1673,WO2005059118A2,METHOD ,GB200329310A | WO2004GB5156A,2003,20040121GB200329310D0,"DOBSON Jon,GB | EL HAJ Alicia,GB",AU2004299704A1 | CA2550084A1 | CN1898378A_ | EP1699917A2 | GB200329310D0 | JP2007518710A_ | KR2006124654A_ | US20110034753A1 | WO2005059118A2 | WO2005059118A3,KR792185B1 | US7553662B2 | WO2005123907A2 | WO2010077168A1 | WO2007113572A1,WO2002032397A2 | WO2002051985A2 | WO2004000369A2,"KEELE UNIVERSITY,GB",GB,http://www.google.com/patents?q=METHOD+&btnG=Search+Patents,0
1686,WO2001037881A2,GENE THERAPY OF HIV-POSITIVE PATIENTS BY THE EXPRESSION OF MEMBRANE-ANCHORED GP41 PEPTIDES ,DE19957838A | WO2000EP11733A,1999,20010531CA2392468A1,"VON LAER Meike-Dorothee,DE",AT412757T_ | AU200130041A_ | BR200015942A_ | CA2392468A1 | CN1425072A_ | CZ200201764A3 | DE19957838A1 | DE19957838C2 | DE50015431D1 | EA6434B1 | EP1234044A2 | EP1234044B1 | ES2315247T3 | HK1049186A1 | HU200203518A2 | JP2003529339A_ | NO200202468A_ | NO200202468D0 | PL358785A1 | SK200271320A3 | UA78968C2 | US7790870B1 | WO2001037881A2 | WO2001037881A3 | WO2001037881A9 | ZA200204710A_,WO2004052924A1 | WO2006077601A3 | WO2006077601A2 | WO2006038131A2 | WO2006038131A3,FR2762851A1 | US5858744A | WO2000045833A1,"HEINRICH-PETTE-INSTITUT,DE | VON LAER Meike-Dorothee,DE",DE | EP,http://www.google.com/patents?q=GENE+THERAPY+OF+HIV-POSITIVE+PATIENTS+BY+THE+EXPRESSION+OF+MEMBRANE-ANCHORED+GP41+PEPTIDES+&btnG=Search+Patents,0
1694,WO1998050539A2,GENE TARGETING AND SIBLING-SELECTION TO GENERATE MUTANT INDIVIDUALS ,EP1997201281A | WO1998NL250A,1997,19981111EP877082A1,"JANSEN Gerrit,NL | PLASTERK Ronald Hans Anton,NL",AU199874570A_ | EP877082A1 | WO1998050539A2 | WO1998050539A3,US6703200B1 | US7354715B2,,"HET NEDERLANDS KANKER INSTITUUT,NL",EP | NL,http://www.google.com/patents?q=GENE+TARGETING+AND+SIBLING-SELECTION+TO+GENERATE+MUTANT+INDIVIDUALS+&btnG=Search+Patents,0
1719,WO2003026489A2,BIOPOLYMER AND BIOPOLYMER-CELL COMPOSITIONS FOR NERVE TISSUE REPAIR ,US2001325190P | WO2002US30900A,2001,20030403WO2003026489A2,,AU2002330131A1 | AU2002330131A8 | WO2003026489A2 | WO2003026489A3,WO2006116717A2 | WO2008121331A1,US20020137706A1 | US2002137706B1 | US20030027760A1 | US5762926A,"UNIVERSITY OF FLORIDA,US | GOLDBERG Eugene P.,US | STREIT Jacob Wolfgang,US | STOPEK Joshua B.,US",US,http://www.google.com/patents?q=BIOPOLYMER+AND+BIOPOLYMER-CELL+COMPOSITIONS+FOR+NERVE+TISSUE+REPAIR+&btnG=Search+Patents,0
1733,WO2002079426A2,TRANSGENIC MICE CONTAINING PAI3 SERINE PROTEASE INHIBITOR GENE DISRUPTIONS ,US2001280501P | US2001324674P | US2002109562A | WO2002US9718A,2001,20021010WO2002079425A2,"ALLEN Keith D.,US | PHILLIPS Russell,US",AU2002306958A1 | US20030033625A1 | US20060095979A1 | WO2002079425A2 | WO2002079426A2 | WO2002079426A3,WO2005112619A2 | WO2005112619A3,,"DELTAGEN INC.,US | ALLEN Keith D.,US | PHILLIPS Russell,US",US,http://www.google.com/patents?q=TRANSGENIC+MICE+CONTAINING+PAI3+SERINE+PROTEASE+INHIBITOR+GENE+DISRUPTIONS+&btnG=Search+Patents,0
1737,WO2004031276A1,,,,,,,,,http://www.google.com/patents?q=&btnG=Search+Patents,"/patents/css/_5454e75c53d53ec46715621c069e50e4/patents_homepage_bundle.css"" type=""text/css",,0
1740,WO1991016062A1,NEONATAL HUMAN BLOOD BANK AND HEMATOPOIETIC OR IMMUNE RECONSTITUTIONS PERFORMED THEREWITH ,US1990514062A | WO1991US2803A,1990,19911031WO1991016062A1,ENDE Norman,AU199177807A_ | WO1991016062A1,EP1238671A1 | WO1999030723A1 | EP1738253A2,US5004681A,ENDE Norman,US,http://www.google.com/patents?q=NEONATAL+HUMAN+BLOOD+BANK+AND+HEMATOPOIETIC+OR+IMMUNE+RECONSTITUTIONS+PERFORMED+THEREWITH+&btnG=Search+Patents,0
1766,WO2006004201A1,NERVE REVENERATION PROMOTER ,JP2004195993A | WO2005JP12636A,2004,20060112WO2006004201A1,"TERAMOTO Tetsuyuki,JP | YAMAUCHI Toshihiko,JP | KOTANI Sadaharu,JP",EP1779867A1 | EP1779867A4 | US20080045500A1 | WO2006004201A1,,JP2001517617T | JP2002542818T | JP2003081959A | JP2004083556A | WO2000066145A1 | WO2003018754A2 | WO2004029229A2,"EISAI CO. LTD.,JP",JP,http://www.google.com/patents?q=NERVE+REVENERATION+PROMOTER+&btnG=Search+Patents,0
1773,WO2010027114A1,USE OF PYRAZOLE-PYRIDINE DERIVATIVES AND ITS SALTS FOR TREATING OR REVENTIN OSTEOPOROSIS ,WO2008KR5259A,2008,20100311WO2010027114A1,"SUH Pann-Ghill,KR | KIM Jeom-Yong,KR | MA Mi-RA,KR | KIM Jung-Min,KR | KIM Yun-Hee,KR | JIN Seong-Hui,KR | RYU Sung-Ho,KR | HA Hyung-Ho,KR",WO2010027114A1,EP2201011A2,WO2003068773A1 | WO2007038314A2,"CHOONGWAE PHARMA CORPORATION,KR | POSTECH ACADEMY-INDUSTRY FOUNDATION,KR | SUH Pann-Ghill,KR | KIM Jeom-Yong,KR | MA Mi-RA,KR | KIM Jung-Min,KR | KIM Yun-Hee,KR | JIN Seong-Hui,KR | RYU Sung-Ho,KR | HA Hyung-Ho,KR",KR,http://www.google.com/patents?q=USE+OF+PYRAZOLE-PYRIDINE+DERIVATIVES+AND+ITS+SALTS+FOR+TREATING+OR+REVENTIN+OSTEOPOROSIS+&btnG=Search+Patents,0
1783,WO2009128956A1,"USE OF A STEROID PROFILE IN OVARIAN FOLLICULAR FLUID FOR DIAGNOSIS, PROGNOSIS AND DETERMINING STRATEGIES FOR TREATMENT ",US2008124698P | WO2009US2461A,2008,20091022WO2009128956A1,"KUSHNIR Mark M.,US | NAESSEN Tord,SE | BERGQUIST Jonas,SE",EP2271930A1 | WO2009128956A1,,US20040083498A1 | US20060172429A1,"UNIVERSITY OF UTAH RESEARCH FOUNDATION,US | KUSHNIR Mark M.,US | NAESSEN Tord,SE | BERGQUIST Jonas,SE",US,"http://www.google.com/patents?q=USE+OF+A+STEROID+PROFILE+IN+OVARIAN+FOLLICULAR+FLUID+FOR+DIAGNOSIS,+PROGNOSIS+AND+DETERMINING+STRATEGIES+FOR+TREATMENT+&btnG=Search+Patents",0
1794,WO2009141915A1,"BCL-2 PROTEIN EXPRESSOR, APOPTOSIS INHIBITOR AND PREVENTIVE FOR UV-DNA DAMAGE IN EPIDERMAL CELLS ",WO2008JP59553A,2008,20091126WO2009141915A1,"TAKITA Masao,JP",WO2009141915A1,,JP2007505056T,"NISHIHARA CO. LTD.,JP | TAKITA Masao,JP",JP,"http://www.google.com/patents?q=BCL-2+PROTEIN+EXPRESSOR,+APOPTOSIS+INHIBITOR+AND+PREVENTIVE+FOR+UV-DNA+DAMAGE+IN+EPIDERMAL+CELLS+&btnG=Search+Patents",0
1796,WO2004108920A1,"METHOD OF SCREENING ANTI-OBESTIC MEDICINE, AND OBESITY MODEL ANIMAL ",JP2003163016A | JP2004111500A | WO2004JP7692A,2003,20041216CA2518627A1,"YASUNAGA Kunio,JP | YAMAJI Noboru,JP | SUDA Toshio,JP | OIKE Yuichi,JP",CA2518627A1 | EP1593740A1 | EP1593740A4 | US20060156423A1 | WO2004108920A1,WO2005097171A1 | WO2006059691A1 | WO2009139459A1,JP2000300263A | WO1999015653A2,"YAMANOUCHI PHARMACEUTICAL CO. LTD.,JP | KEIO UNIVERSITY,JP",JP,"http://www.google.com/patents?q=METHOD+OF+SCREENING+ANTI-OBESTIC+MEDICINE,+AND+OBESITY+MODEL+ANIMAL+&btnG=Search+Patents",0
1815,WO2002081664A2,"USE OF NUCLEOSIDES, NUCLEOBASES AND DERIVATIVES THEREOF FOR IMPROVED PRODUCTION OF ADULT STEM CELLS ",DE10117615A | WO2002DE1239A,2001,20021010DE10117615A1,"LANGEN Peter,DE | FICHTNER Iduna,DE",AU2002311077A1 | DE10117615A1 | WO2002081664A2 | WO2002081664A3,,DE4123520A1 | EP712629A1 | WO1998025618A1 | WO2000016753A2,"MAX-DELBRÜCK-CENTRUM FÜR MOLEKULARE MEDIZIN,DE | LANGEN Peter,DE | FICHTNER Iduna,DE",DE,"http://www.google.com/patents?q=USE+OF+NUCLEOSIDES,+NUCLEOBASES+AND+DERIVATIVES+THEREOF+FOR+IMPROVED+PRODUCTION+OF+ADULT+STEM+CELLS+&btnG=Search+Patents",0
1822,WO2006037579A1,"VERWENDUNG VON FIBROBLASTEN ZUR DIFFERENZIERUNG IN FETT-, KNOCHEN-UND KNORPELZELLEN ",EP200423435A | WO2005EP10610A,2004,20060405EP1642965A1,"HERMANN Konrad,DE | ETGES Robert,DE | KRIEG Thomas,DE | ECKES Beate,DE | SHEPHARD Pierre,DE",AT368732T_ | DE502004004521D1 | EP1642965A1 | EP1642965B1 | ES2291793T3 | WO2006037579A1,,US20020119126A1 | US2002119126B1 | WO2000024866A2 | WO2000037607A2,"CURACYTE DISCOVERY GMBH,DE",EP,"http://www.google.com/patents?q=VERWENDUNG+VON+FIBROBLASTEN+ZUR+DIFFERENZIERUNG+IN+FETT-,+KNOCHEN-UND+KNORPELZELLEN+&btnG=Search+Patents",0
1825,WO1999040193A1,"ANGIOPOIETIN HOMOLOG ZAPO3, DNA ENCODING IT, AND METHOD OF MAKING IT ",US199818258A | WO1999US2303A,1998,19990812WO1999040193A1,"HOLLOWAY James L.,US | SHOEMAKER Kimberly E.,US",AU199924936A_ | WO1999040193A1,EP1308511A1 | WO2005003782A1 | US6753321B2 | WO2000005369A2 | US6537554B1 | WO2000011164A1,WO1996011269A2 | WO1998045435A2 | WO1999015653A2,"ZYMOGENETICS INC.,US",US,"http://www.google.com/patents?q=ANGIOPOIETIN+HOMOLOG+ZAPO3,+DNA+ENCODING+IT,+AND+METHOD+OF+MAKING+IT+&btnG=Search+Patents",0
1831,WO2000029002A2,TRANSPLANTATION INTRA-UTERINE DE CELLULES EMBRYONNAIRES MESENCHYMATEUSES HUMAINES,US1998108357P | WO1999US26927A,1998,20000525CA2348514A1,"THIEDE Mark,US | FLAKE Alan,US",AU200014780A_ | CA2348514A1 | EP1128836A2 | JP2002529509A_ | WO2000029002A2 | WO2000029002A3,WO2001096865A1 | WO2002040061A3 | WO2003047607A1 | WO2002040061A2,WO1994026884A1 | WO1997010348A1 | WO1999046366A1,"OSIRIS THERAPEUTICS INC.,US",US,http://www.google.com/patents?q=TRANSPLANTATION+INTRA-UTERINE+DE+CELLULES+EMBRYONNAIRES+MESENCHYMATEUSES+HUMAINES&btnG=Search+Patents,0
1842,WO2010135676A1,PACEMAKERS BIOLOGIQUES OBTENUS PAR GÉNIE GÉNÉTIQUE ,US2009180491P | WO2010US35823A,2009,20101125WO2010135676A1,"MALTSEV Victor A.,US | LAKATTA Edward G.,US | ZAHANICH Ihor,US | SIRENKO Syevda,US | MIKHEEV Maxim,US | VODOVOTZ Yoram,US",WO2010135676A1,,EP2105142A1 | WO2007014134A2,"THE UNITED STATES OF AMERICA as represented by THE SECRETARY DEPARTMENT OF HEALTH & HUMAN SERVICES,US | MALTSEV Victor A.,US | LAKATTA Edward G.,US | ZAHANICH Ihor,US | SIRENKO Syevda,US | MIKHEEV Maxim,US | VODOVOTZ Yoram,US",US,http://www.google.com/patents?q=PACEMAKERS+BIOLOGIQUES+OBTENUS+PAR+GÉNIE+GÉNÉTIQUE+&btnG=Search+Patents,0
1854,WO2006040329A1,1 IBETA-HYDROXYSTEROID DEHYDROGENASE TYPE 1 ACTIVE SPIRO COMPOUNDS ,DK20041560A | WO2005EP55181A,2004,20060420WO2006040329A1,"KILBURN John Paul,DK | ANDERSEN Henrik Sune,DK | KAMPEN Gita Camilla Tejlgaard,DK",EP1802623A1 | JP2008515956A_ | US20090105289A1 | WO2006040329A1,AU2006297443B2 | EP1824842A2 | WO2009100872A1 | WO2008110196A1 | WO2008077810A2 | WO2008024497A2 | WO2007127763A2 | WO2007041052A2 | WO2007028638A1 | USRE41135E1 | US7880001B2 | US7855308B2 | US7829582B2 | US7820659B2 | US7816349B2 | US7528282B2 | US7511175B2 | US7217838B2 | WO2010046445A2 | EP2035379B1,US20020006932A1 | US20040142922A1 | US3723442A | US3784551A | WO2004075823A2 | WO2004089470A2,"NOVO NORDISK A/S,DK",DK | EP,http://www.google.com/patents?q=1+IBETA-HYDROXYSTEROID+DEHYDROGENASE+TYPE+1+ACTIVE+SPIRO+COMPOUNDS+&btnG=Search+Patents,0
